ID,Date,Primary offering,For_Sale
ID40007959,5/13/2014,838500,1
ID15908002,5/13/2014,510400,1
ID17523646,5/13/2014,1155000,1
ID62592288,5/13/2014,420000,1
ID98958533,5/13/2014,709200,0
ID25918766,5/13/2014,3066000,1
ID91905234,5/13/2014,788700,1
ID79822267,5/13/2014,315000,0
ID35860560,5/13/2014,270000,0
ID17617697,5/13/2014,483000,0
ID83186804,5/13/2014,299000,0
ID56775915,5/13/2014,539000,1
ID86499979,5/13/2014,126000,1
ID63712706,5/13/2014,946000,1
ID90611142,5/13/2014,877500,0
ID19746607,5/13/2014,1170000,0
ID24198228,5/13/2014,1092000,1
ID91035038,5/13/2014,518000,1
ID73318048,5/13/2014,798000,1
ID69767331,5/13/2014,877500,1
ID59245846,5/13/2014,806000,1
ID30445577,5/13/2014,1326000,0
ID15048572,5/13/2014,495000,0
ID68768502,5/13/2014,585000,0
ID93885041,5/13/2014,583000,1
ID54779845,5/13/2014,698500,1
ID81939265,5/13/2014,754000,1
ID80662449,5/13/2014,1705000,1
ID76822280,5/13/2014,370500,1
ID34244833,5/13/2014,412500,0
ID49443170,5/13/2014,1820000,0
ID95112421,5/13/2014,728000,1
ID42003829,5/13/2014,445500,1
ID42635878,5/13/2014,495600,1
ID74697377,5/13/2014,345120,1
ID36480320,5/13/2014,2352000,0
ID98701705,5/13/2014,270000,1
ID75759421,5/13/2014,414700,0
ID77502784,5/13/2014,451500,0
ID84246183,5/13/2014,627000,1
ID63834400,5/13/2014,511500,1
ID55527459,5/13/2014,522000,0
ID26489826,5/13/2014,702800,0
ID54053813,5/13/2014,577500,0
ID92886194,5/13/2014,735000,1
ID69332251,5/13/2014,924000,0
ID37014673,5/13/2014,957000,1
ID50460662,5/13/2014,845000,0
ID12790882,5/13/2014,555500,0
ID44514719,5/13/2014,363000,0
ID63863604,5/14/2014,462000,0
ID23456573,5/14/2014,428400,1
ID38710095,5/14/2014,709800,0
ID22007724,5/14/2014,1295000,1
ID64938940,5/14/2014,596200,1
ID70864660,5/14/2014,1120000,1
ID86763465,5/14/2014,744000,1
ID31565377,5/14/2014,210000,1
ID31758161,5/14/2014,1036000,0
ID37849018,5/14/2014,379500,0
ID36457231,5/14/2014,714000,1
ID23382175,5/14/2014,583000,1
ID88818494,5/14/2014,186000,1
ID32927765,5/14/2014,319200,1
ID59809896,5/14/2014,282920,0
ID67360798,5/14/2014,291500,0
ID86662499,5/14/2014,409442,0
ID37126234,5/14/2014,405000,1
ID38988002,5/14/2014,640750,1
ID81805010,5/14/2014,587040,1
ID72825849,5/14/2014,445610,1
ID59203976,5/14/2014,522167.8,0
ID50641999,5/14/2014,341000,0
ID27894161,5/14/2014,591800,1
ID70756747,5/14/2014,1540000,0
ID45250556,5/14/2014,348700,0
ID93071674,5/14/2014,772750,0
ID44938373,5/14/2014,678000,0
ID79267072,5/14/2014,795300,0
ID75368946,5/14/2014,843645,1
ID81852564,5/14/2014,886600,0
ID84118576,5/14/2014,357500,0
ID34108580,5/14/2014,597300,1
ID63651659,5/14/2014,735000,0
ID20619181,5/14/2014,400400,0
ID45183143,5/14/2014,552265,0
ID48863216,5/14/2014,442400,1
ID70203612,5/14/2014,441935,1
ID26327900,5/14/2014,534600,0
ID91402921,5/14/2014,224000,1
ID64494722,5/14/2014,1209000,1
ID55576958,5/14/2014,152900,1
ID12511756,5/14/2014,786800,1
ID42979077,5/14/2014,418600,1
ID35629507,5/14/2014,664300,1
ID98657079,5/14/2014,598800,0
ID29791372,5/14/2014,391600,1
ID38053230,5/14/2014,658000,1
ID36917905,5/14/2014,1001000,1
ID28775144,5/14/2014,1456000,0
ID30220705,5/14/2014,503800,1
ID33486909,5/14/2014,1159200,0
ID34672639,5/14/2014,427693,0
ID91621519,5/14/2014,705900,0
ID80923227,5/14/2014,476000,1
ID24657470,5/14/2014,823030,0
ID97389573,5/14/2014,403000,0
ID66395665,5/14/2014,454935,0
ID72913618,5/14/2014,374920,1
ID74660217,5/14/2014,327600,0
ID93726459,5/14/2014,814000,0
ID98551919,5/14/2014,668250,1
ID33002029,5/14/2014,312200,1
ID68511453,5/14/2014,440000,0
ID18048643,5/14/2014,1042600,0
ID88486951,5/14/2014,303600,1
ID60242356,5/14/2014,1481200,0
ID37214886,5/14/2014,390000,0
ID71746384,5/14/2014,687500,0
ID81563495,5/14/2014,848400,1
ID53513020,5/14/2014,1140000,0
ID49883784,5/14/2014,546000,0
ID83186635,5/14/2014,597600,0
ID48976223,5/14/2014,495000,1
ID83508101,5/14/2014,1146000,0
ID79503949,5/14/2014,279500,1
ID50382832,5/14/2014,568100,1
ID22139590,5/14/2014,1082200,0
ID60668698,5/14/2014,1589250,1
ID49377570,5/15/2014,359636.2,0
ID68249489,5/15/2014,829500,1
ID35513657,5/15/2014,277585,1
ID90398805,5/15/2014,481000,1
ID82805650,5/15/2014,512325,1
ID86653999,5/15/2014,203500,1
ID44082836,5/15/2014,699360,1
ID58286953,5/15/2014,294000,0
ID88146771,5/15/2014,392600,1
ID96386386,5/15/2014,496710.5,1
ID32063771,5/15/2014,350000,1
ID70994335,5/15/2014,306000,1
ID85032514,5/15/2014,1176000,0
ID87638294,5/15/2014,247000,1
ID98842432,5/15/2014,419940,0
ID62972051,5/15/2014,796900,1
ID15224963,5/15/2014,420000,0
ID69615867,5/15/2014,637000,1
ID26626794,5/15/2014,368500,0
ID35234622,5/15/2014,217250,1
ID83369269,5/15/2014,536250,0
ID70506727,5/15/2014,553420,0
ID41850329,5/15/2014,445120,0
ID50043787,5/15/2014,899280,0
ID38724352,5/15/2014,348150,1
ID64179580,5/15/2014,468000,1
ID88972860,5/15/2014,247500,1
ID84546153,5/15/2014,605000,0
ID28847394,5/15/2014,364000,1
ID13715594,5/15/2014,1380500,0
ID50999133,5/15/2014,805000,0
ID97160127,5/15/2014,1400000,0
ID80162823,5/15/2014,760500,0
ID52153963,5/15/2014,806000,0
ID65771832,5/15/2014,286580,0
ID92822083,5/15/2014,903500,1
ID48364132,5/15/2014,896870,1
ID57679732,5/15/2014,450000,1
ID10894549,5/15/2014,570000,1
ID27078632,5/15/2014,301000,1
ID23676868,5/15/2014,2940000,0
ID33890170,5/15/2014,948000,1
ID93001571,5/15/2014,455000,0
ID64451310,5/15/2014,764500,1
ID52153785,5/15/2014,315600,0
ID35746698,5/15/2014,560000,1
ID19015176,5/15/2014,735000,0
ID33502005,5/15/2014,419940,0
ID74378187,5/15/2014,1410500,1
ID68352561,5/15/2014,892800,0
ID88017452,5/15/2014,375000,0
ID99591806,5/15/2014,288000,1
ID67219072,5/15/2014,643500,1
ID38792146,5/15/2014,812070,1
ID52412461,5/15/2014,768000,1
ID16453035,5/15/2014,542100,0
ID12611778,5/15/2014,209940,1
ID70926058,5/15/2014,413000,1
ID96165957,5/15/2014,507600,1
ID89383523,5/15/2014,1090700,0
ID49730399,5/15/2014,445900,1
ID49256742,5/15/2014,607100,0
ID96083616,5/15/2014,666250,1
ID56124296,5/15/2014,747500,1
ID23373321,5/15/2014,511500,1
ID80762693,5/15/2014,297000,1
ID59325137,5/15/2014,442000,1
ID96296187,5/15/2014,841500,1
ID21900820,5/15/2014,695800,1
ID32944921,5/15/2014,1124340,0
ID76650344,5/15/2014,378400,0
ID66647871,5/15/2014,994740,0
ID42643690,5/15/2014,540932,0
ID12237646,5/15/2014,343200,0
ID26254783,5/15/2014,1008000,0
ID57307301,5/15/2014,1005950,0
ID51344542,5/15/2014,1147993,0
ID99405787,5/16/2014,303240,1
ID47476140,5/16/2014,481250,0
ID23730440,5/16/2014,490000,0
ID74898382,5/16/2014,866600,0
ID87585102,5/16/2014,571480,0
ID47139079,5/16/2014,586300,0
ID80105649,5/16/2014,443800,1
ID63426746,5/16/2014,1038700,1
ID94216495,5/16/2014,792000,1
ID13855020,5/16/2014,539000,1
ID22599044,5/16/2014,263890,1
ID88549690,5/16/2014,579800,0
ID20284214,5/16/2014,385000,0
ID97204597,5/16/2014,335930,1
ID15015623,5/16/2014,347200,0
ID39612549,5/16/2014,805350,0
ID78988391,5/16/2014,472875,0
ID69404467,5/16/2014,500500,1
ID75202815,5/16/2014,481000,0
ID98579422,5/16/2014,467500,1
ID81265523,5/16/2014,478800,0
ID36796397,5/16/2014,448500,0
ID67837710,5/16/2014,797280,1
ID97322945,5/16/2014,870000,1
ID27416269,5/16/2014,665500,1
ID97295408,5/16/2014,420000,0
ID28116016,5/16/2014,863500,0
ID78119993,5/16/2014,325000,0
ID92508097,5/16/2014,791000,1
ID87795095,5/16/2014,962500,0
ID11300395,5/16/2014,948750,1
ID59305494,5/16/2014,520000,0
ID58190999,5/16/2014,367396.9,0
ID22452051,5/16/2014,244300,1
ID95087666,5/16/2014,429100,0
ID83241681,5/16/2014,578500,0
ID65097760,5/16/2014,519600,0
ID78757664,5/16/2014,397800,0
ID65318864,5/16/2014,868000,0
ID33027608,5/16/2014,269500,0
ID28095903,5/16/2014,309400,0
ID93354373,5/16/2014,627600,1
ID90683121,5/16/2014,731500,0
ID97703895,5/16/2014,234000,0
ID11316675,5/16/2014,525000,0
ID53664814,5/16/2014,298800,1
ID58755744,5/16/2014,803110,0
ID33100232,5/16/2014,661200,0
ID31107136,5/16/2014,487500,0
ID64576087,5/16/2014,594000,1
ID63962836,5/16/2014,786500,0
ID26928212,5/16/2014,266500,0
ID82834605,5/16/2014,709500,0
ID91657750,5/16/2014,439600,0
ID77879266,5/16/2014,363000,0
ID32239719,5/16/2014,686000,0
ID41818418,5/16/2014,489500,1
ID43690899,5/16/2014,2400000,0
ID13643724,5/16/2014,490750,0
ID22951058,5/16/2014,528000,0
ID49572191,5/16/2014,965994,0
ID87647122,5/16/2014,477400,1
ID69214102,5/16/2014,945000,0
ID48775748,5/16/2014,733200,0
ID24010420,5/16/2014,493935,1
ID28679847,5/16/2014,1778000,0
ID78688324,5/16/2014,700000,1
ID84613800,5/17/2014,533000,0
ID36306529,5/18/2014,581000,1
ID86176979,5/18/2014,386100,0
ID26980235,5/18/2014,748215,0
ID81213056,5/18/2014,695032,1
ID47685110,5/18/2014,423000,0
ID44472573,5/18/2014,585600,0
ID10767169,5/18/2014,951600,0
ID59748082,5/19/2014,279500,1
ID46589362,5/19/2014,770250,1
ID73426540,5/19/2014,348000,1
ID77815131,5/19/2014,570000,0
ID82854824,5/19/2014,416000,1
ID70385383,5/19/2014,1580800,0
ID19755306,5/19/2014,348000,0
ID87539633,5/19/2014,682150,0
ID28614211,5/19/2014,372900,1
ID56048225,5/19/2014,528000,1
ID44732595,5/19/2014,403150,0
ID67974573,5/19/2014,600600,1
ID11995521,5/19/2014,728000,0
ID51120282,5/19/2014,370500,1
ID97678380,5/19/2014,392000,1
ID68198550,5/19/2014,252000,1
ID80350406,5/19/2014,897000,1
ID49640817,5/19/2014,282150,1
ID17515355,5/19/2014,575400,0
ID80707428,5/19/2014,279500,1
ID15691012,5/19/2014,838200,1
ID97716111,5/19/2014,467935,1
ID26596111,5/19/2014,528000,0
ID15223963,5/19/2014,1826500,1
ID46690737,5/19/2014,546000,1
ID29932942,5/19/2014,454850,1
ID41990543,5/19/2014,370500,0
ID93999687,5/19/2014,665000,0
ID17613761,5/19/2014,541227.4,0
ID10913785,5/19/2014,734930,1
ID79471815,5/19/2014,265100,0
ID78791284,5/19/2014,507100,1
ID49709522,5/19/2014,972000,0
ID45970334,5/19/2014,1239000,0
ID14550565,5/19/2014,345800,1
ID71383069,5/19/2014,385450,1
ID73000917,5/19/2014,184340,0
ID41032685,5/19/2014,366300,1
ID33080830,5/19/2014,782600,0
ID52779180,5/19/2014,621500,0
ID42850068,5/19/2014,410300,1
ID44814636,5/19/2014,705600,0
ID21197555,5/19/2014,630500,0
ID91003530,5/19/2014,530750,1
ID86203115,5/19/2014,276320,1
ID15521371,5/19/2014,1129700,1
ID50644294,5/19/2014,603200,1
ID73822515,5/19/2014,906000,0
ID56995490,5/19/2014,308000,1
ID90313907,5/19/2014,679000,1
ID70911118,5/19/2014,366000,0
ID50644952,5/19/2014,132840,0
ID28841801,5/19/2014,935000,1
ID48215444,5/19/2014,490000,0
ID44026539,5/19/2014,415935,1
ID77355629,5/19/2014,910000,1
ID95839473,5/19/2014,515200,1
ID76177925,5/19/2014,476850,0
ID81333566,5/19/2014,733200,0
ID38903359,5/19/2014,1200000,0
ID19082876,5/19/2014,368400,0
ID33622863,5/19/2014,619500,0
ID54128893,5/19/2014,679000,0
ID57091312,5/19/2014,440400,1
ID87314776,5/19/2014,557700,0
ID62928608,5/19/2014,490600,1
ID11655484,5/19/2014,629750,0
ID55206952,5/19/2014,620100,0
ID95034499,5/19/2014,725200,0
ID12057061,5/19/2014,646800,1
ID70612703,5/19/2014,1666000,1
ID46880735,5/19/2014,191800,0
ID50337279,5/19/2014,636000,0
ID50795881,5/19/2014,899800,1
ID60084422,5/19/2014,896000,0
ID33877290,5/19/2014,387985,0
ID77776847,5/19/2014,747500,0
ID93938126,5/20/2014,949000,1
ID74584395,5/20/2014,606100,0
ID26399691,5/20/2014,298441,0
ID28623400,5/20/2014,877500,0
ID93129273,5/20/2014,670600,1
ID55779520,5/20/2014,676000,1
ID69926902,5/20/2014,719940,0
ID32031637,5/20/2014,677523,0
ID94082419,5/20/2014,429000,0
ID30375384,5/20/2014,250250,0
ID64606434,5/20/2014,462000,1
ID85838685,5/20/2014,275000,0
ID57395600,5/20/2014,340200,0
ID77634909,5/20/2014,805000,0
ID46788687,5/20/2014,830700,1
ID54979239,5/20/2014,994000,1
ID39300868,5/20/2014,742500,0
ID25049644,5/20/2014,567000,0
ID47416442,5/20/2014,861000,1
ID48835392,5/20/2014,637000,1
ID73332993,5/20/2014,513700,1
ID34794656,5/20/2014,576000,1
ID48672367,5/20/2014,981500,0
ID36231176,5/20/2014,988000,1
ID35126325,5/20/2014,464400,0
ID56771752,5/20/2014,1295000,1
ID68539408,5/20/2014,539500,1
ID58236873,5/20/2014,315600,1
ID30331620,5/20/2014,727860,0
ID16282107,5/20/2014,627000,0
ID82743344,5/20/2014,495000,0
ID54465846,5/20/2014,1690000,1
ID69990240,5/20/2014,420000,0
ID75668218,5/20/2014,384000,0
ID64923775,5/20/2014,426250,1
ID38126571,5/20/2014,549600,0
ID18611422,5/20/2014,1697500,1
ID89626404,5/20/2014,418000,1
ID88819244,5/20/2014,260000,0
ID28735255,5/20/2014,539000,0
ID87669002,5/20/2014,515677.5,1
ID93314912,5/20/2014,497200,0
ID90754133,5/20/2014,468600,1
ID89099440,5/20/2014,1108800,1
ID31267125,5/20/2014,346500,1
ID50869030,5/20/2014,1530000,1
ID66779487,5/20/2014,456400,1
ID54950572,5/20/2014,322200,1
ID51320247,5/20/2014,616000,0
ID19483408,5/20/2014,420000,0
ID36446776,5/20/2014,577500,1
ID51433617,5/20/2014,1173600,0
ID56750904,5/20/2014,1237500,1
ID10833153,5/20/2014,840000,1
ID84383170,5/20/2014,441000,1
ID90554360,5/20/2014,339900,1
ID14929426,5/20/2014,307930,1
ID77279045,5/20/2014,375700,1
ID51588746,5/20/2014,294000,0
ID17640131,5/20/2014,286000,1
ID93862968,5/20/2014,908700,1
ID25038605,5/20/2014,2160000,0
ID40690594,5/20/2014,389935,0
ID12887232,5/20/2014,824945,1
ID60486985,5/20/2014,1320000,1
ID60303524,5/20/2014,610500,0
ID73265672,5/20/2014,460800,0
ID86148481,5/20/2014,649935,1
ID93820394,5/20/2014,516000,1
ID57145308,5/20/2014,490000,1
ID72783745,5/20/2014,682000,0
ID19256799,5/20/2014,841500,0
ID71716448,5/20/2014,325000,0
ID37974856,5/20/2014,488800,0
ID33723710,5/20/2014,522500,1
ID10385899,5/20/2014,156975,1
ID36474521,5/20/2014,2028000,1
ID58307946,5/20/2014,429000,0
ID85981021,5/20/2014,743400,1
ID99216692,5/20/2014,414000,1
ID57673686,5/20/2014,777400,0
ID97637484,5/20/2014,435500,1
ID93810911,5/20/2014,521500,0
ID50008088,5/20/2014,360000,1
ID10247210,5/20/2014,271600,0
ID57324715,5/20/2014,558250,0
ID60241562,5/20/2014,422500,0
ID32063484,5/20/2014,461860,1
ID52037756,5/20/2014,361900,0
ID64595344,5/20/2014,592800,0
ID91143311,5/20/2014,226600,0
ID33539273,5/20/2014,465300,1
ID97856310,5/20/2014,336700,1
ID88962943,5/20/2014,967945,1
ID17954440,5/20/2014,483840,0
ID35059315,5/20/2014,474000,1
ID76413553,5/20/2014,875000,0
ID73700755,5/20/2014,482900,0
ID24441064,5/20/2014,494000,1
ID54179360,5/20/2014,572000,1
ID72400588,5/20/2014,498000,1
ID80344413,5/20/2014,946000,0
ID90808060,5/20/2014,550000,0
ID50388037,5/20/2014,1334209.8,0
ID48466625,5/20/2014,669500,0
ID98631870,5/20/2014,926400,0
ID87979948,5/20/2014,428993.5,1
ID33036027,5/20/2014,491179.2,0
ID10874496,5/20/2014,637000,0
ID17773176,5/20/2014,427000,1
ID65935088,5/20/2014,1099000,0
ID91352705,5/21/2014,336000,1
ID78210451,5/21/2014,422500,0
ID77491570,5/21/2014,589380,0
ID52603518,5/21/2014,936000,0
ID86539549,5/21/2014,448800,0
ID74683049,5/21/2014,208615,0
ID18888697,5/21/2014,505020,0
ID64028177,5/21/2014,896500,0
ID40822198,5/21/2014,1384500,0
ID88266497,5/21/2014,238800,0
ID45860556,5/21/2014,253500,1
ID62241253,5/21/2014,1957800,1
ID57298179,5/21/2014,374920,1
ID69227137,5/21/2014,618800,0
ID47527124,5/21/2014,867188,0
ID64621844,5/21/2014,698500,1
ID17434797,5/21/2014,294000,0
ID56417368,5/21/2014,615000,1
ID70937487,5/21/2014,737100,0
ID77378001,5/21/2014,682500,1
ID10151885,5/21/2014,665000,0
ID47129586,5/21/2014,300000,0
ID21173494,5/21/2014,264000,0
ID66235815,5/21/2014,322000,1
ID17566555,5/21/2014,501150,0
ID41273357,5/21/2014,1253000,0
ID72898975,5/21/2014,405075,1
ID79420013,5/21/2014,349860,0
ID97682288,5/21/2014,455000,0
ID92172282,5/21/2014,227500,1
ID93387702,5/21/2014,297000,1
ID81575094,5/21/2014,693000,1
ID83572218,5/21/2014,2054000,0
ID74372714,5/21/2014,596750,1
ID92112231,5/21/2014,363000,1
ID22402915,5/21/2014,1404200,1
ID21936542,5/21/2014,419720,0
ID53514657,5/21/2014,419860,0
ID16087037,5/21/2014,967400,0
ID90482141,5/21/2014,273000,1
ID21306575,5/21/2014,526500,0
ID24535938,5/21/2014,504000,1
ID53333182,5/21/2014,282425,1
ID70986900,5/21/2014,432250,1
ID51623074,5/21/2014,1170000,1
ID22263873,5/21/2014,261600,1
ID19068096,5/21/2014,514800,1
ID95836424,5/21/2014,824600,1
ID52433987,5/21/2014,280500,1
ID12794422,5/21/2014,735625,0
ID80522881,5/21/2014,482300,0
ID66184469,5/21/2014,632800,1
ID86536894,5/21/2014,702000,1
ID24966989,5/21/2014,270600,1
ID86650879,5/21/2014,749000,1
ID90096668,5/21/2014,1261000,1
ID29533961,5/21/2014,473000,0
ID88713732,5/21/2014,728000,0
ID98415023,5/21/2014,854400,0
ID62766028,5/21/2014,585000,0
ID33472347,5/21/2014,308000,1
ID41095454,5/21/2014,630000,0
ID23827919,5/21/2014,1464000,1
ID32681130,5/21/2014,594000,0
ID84510530,5/21/2014,840000,1
ID61431870,5/21/2014,660000,0
ID89467346,5/21/2014,750000,1
ID24788648,5/21/2014,210000,1
ID10381115,5/21/2014,428998.9,1
ID34092202,5/21/2014,313500,1
ID26801194,5/21/2014,967200,0
ID50881175,5/21/2014,980000,1
ID23313310,5/21/2014,414685.7,0
ID41232806,5/21/2014,611600,1
ID57329784,5/21/2014,330000,0
ID28193316,5/21/2014,559000,1
ID88033247,5/21/2014,420000,0
ID68051701,5/21/2014,515385,1
ID55289689,5/21/2014,315000,0
ID19503520,5/21/2014,770000,1
ID22477987,5/21/2014,312000,0
ID19975603,5/21/2014,720500,0
ID30462147,5/21/2014,1303500,1
ID91915971,5/21/2014,1860000,1
ID20939074,5/21/2014,537940,1
ID64603237,5/21/2014,1140000,0
ID16490400,5/21/2014,435487,1
ID36936410,5/21/2014,3780000,1
ID75494093,5/21/2014,1133000,1
ID81199447,5/21/2014,1582000,1
ID12034140,5/21/2014,722800,0
ID41457654,5/21/2014,504000,1
ID71789791,5/22/2014,624000,0
ID37067762,5/22/2014,388800,0
ID93075591,5/22/2014,1365000,1
ID97835054,5/22/2014,302500,0
ID69507850,5/22/2014,252000,0
ID63224881,5/22/2014,823900,1
ID74740553,5/22/2014,2080000,1
ID11359074,5/22/2014,485550,0
ID96174532,5/22/2014,1078000,1
ID41458608,5/22/2014,498400,0
ID30109104,5/22/2014,687500,1
ID75121648,5/22/2014,692160,1
ID55367933,5/22/2014,760500,1
ID41071595,5/22/2014,1296820,0
ID11664423,5/22/2014,660000,0
ID55524899,5/22/2014,516000,0
ID16831743,5/22/2014,399100,1
ID96396399,5/22/2014,846580,1
ID88264582,5/22/2014,285870,0
ID66495276,5/22/2014,297000,0
ID26521906,5/22/2014,475200,1
ID45513025,5/22/2014,330000,1
ID46820978,5/22/2014,505400,0
ID56843105,5/22/2014,349930,0
ID69192679,5/22/2014,384000,1
ID76508446,5/22/2014,396500,0
ID93228342,5/22/2014,653900,1
ID13147019,5/22/2014,306475,1
ID74771216,5/22/2014,854100,1
ID70088125,5/22/2014,500500,0
ID81515189,5/22/2014,428945,0
ID70044667,5/22/2014,165000,0
ID32474802,5/22/2014,279950,0
ID56382960,5/22/2014,721500,1
ID53669795,5/22/2014,1182500,0
ID40875570,5/22/2014,294000,0
ID13392490,5/22/2014,351945,1
ID89390594,5/22/2014,404400,0
ID15145722,5/22/2014,688800,0
ID84248930,5/22/2014,1404000,0
ID13082960,5/22/2014,488012,0
ID74648382,5/22/2014,234000,0
ID82662143,5/22/2014,520000,1
ID26298677,5/22/2014,413000,1
ID10632998,5/22/2014,1274000,0
ID14455895,5/22/2014,1380000,0
ID11588118,5/22/2014,517800,1
ID14139950,5/22/2014,198000,0
ID59576074,5/22/2014,812400,1
ID20248150,5/22/2014,1534650,1
ID79936249,5/22/2014,826410,1
ID63355723,5/22/2014,578400,0
ID19088059,5/22/2014,218400,1
ID73566352,5/22/2014,1127000,0
ID54790016,5/22/2014,477600,1
ID31219147,5/22/2014,864500,1
ID50957225,5/22/2014,651750,1
ID95481221,5/22/2014,1316000,0
ID14850403,5/22/2014,851500,0
ID17796759,5/22/2014,809250,0
ID38968231,5/22/2014,418000,0
ID59294651,5/22/2014,778032,0
ID49711213,5/22/2014,475200,1
ID19079538,5/22/2014,1365000,0
ID62544889,5/22/2014,423900,0
ID82878629,5/22/2014,1300000,0
ID52458886,5/22/2014,416000,0
ID69853301,5/22/2014,454870,0
ID35764069,5/22/2014,429000,1
ID45106070,5/22/2014,448800,1
ID37241387,5/22/2014,353100,0
ID19146917,5/22/2014,1471400,1
ID86183186,5/22/2014,3010000,1
ID75486442,5/22/2014,394900,1
ID57562069,5/22/2014,360000,0
ID27786187,5/22/2014,532000,1
ID65316299,5/22/2014,726000,0
ID67339716,5/22/2014,461500,0
ID24228305,5/22/2014,336700,1
ID45833251,5/22/2014,494200,1
ID74048913,5/22/2014,516000,1
ID42625394,5/23/2014,598000,0
ID14120911,5/23/2014,112000,0
ID77505846,5/23/2014,1016600,1
ID11799172,5/23/2014,261600,1
ID70889123,5/23/2014,357500,1
ID32249310,5/23/2014,1372000,0
ID12547617,5/23/2014,1082400,0
ID37813194,5/23/2014,722800,0
ID35697503,5/23/2014,729289,0
ID39918642,5/23/2014,292500,1
ID75960247,5/23/2014,527940,1
ID76624871,5/23/2014,245000,1
ID89402498,5/23/2014,367200,1
ID91258895,5/23/2014,258500,0
ID82510003,5/23/2014,519350,1
ID47415574,5/23/2014,669200,0
ID71110015,5/23/2014,721000,1
ID48852446,5/23/2014,770000,1
ID98485870,5/23/2014,163900,0
ID28776723,5/23/2014,683800,0
ID23322915,5/23/2014,738570,1
ID16745211,5/23/2014,1470000,1
ID70813281,5/23/2014,687500,0
ID86208319,5/23/2014,1330000,1
ID99886955,5/23/2014,528767.4,0
ID35737979,5/23/2014,907865,1
ID22817004,5/23/2014,421300,1
ID19579066,5/23/2014,695500,1
ID21588819,5/23/2014,584935,0
ID91528279,5/23/2014,605052.5,0
ID56678648,5/23/2014,742500,1
ID11728805,5/23/2014,718800,0
ID46038638,5/23/2014,499200,1
ID91009495,5/23/2014,654500,1
ID94948675,5/23/2014,220000,1
ID27411589,5/23/2014,562800,1
ID65315093,5/23/2014,519600,1
ID15832752,5/23/2014,302500,1
ID67349874,5/23/2014,451000,1
ID73857744,5/23/2014,665784,0
ID98259385,5/23/2014,1457500,1
ID85198431,5/23/2014,1029000,0
ID34548530,5/23/2014,789100,0
ID60375917,5/23/2014,714870,1
ID74275047,5/23/2014,283800,1
ID81768010,5/23/2014,925755.6,0
ID47571655,5/23/2014,1228500,0
ID34621099,5/23/2014,1039935,1
ID22023845,5/23/2014,185500,1
ID65573232,5/23/2014,513810,1
ID20112980,5/23/2014,2254000,0
ID27422296,5/23/2014,897400,1
ID79503607,5/23/2014,455000,0
ID90848439,5/23/2014,469000,0
ID91097378,5/23/2014,1170000,0
ID86393483,5/23/2014,484000,0
ID61652151,5/23/2014,511060,1
ID89823263,5/23/2014,1680000,0
ID76562923,5/23/2014,330000,0
ID10944170,5/23/2014,938700,1
ID27842046,5/23/2014,772800,1
ID15686656,5/23/2014,268400,1
ID33171614,5/23/2014,1104040,1
ID37760870,5/23/2014,534000,1
ID84414289,5/23/2014,742000,0
ID44169583,5/23/2014,126000,1
ID80474355,5/23/2014,702000,0
ID76348462,5/23/2014,647400,0
ID66744548,5/23/2014,454800,1
ID39492545,5/23/2014,554400,1
ID45432677,5/23/2014,465600,0
ID98800399,5/23/2014,306000,0
ID31243943,5/23/2014,731500,0
ID15785415,5/23/2014,605000,0
ID10639170,5/23/2014,727200,0
ID36609380,5/23/2014,367400,0
ID20166931,5/23/2014,504000,1
ID59510876,5/23/2014,329000,1
ID27180512,5/23/2014,638000,1
ID50035134,5/23/2014,497000,1
ID81132165,5/23/2014,412500,1
ID11909134,5/24/2014,446400,1
ID94151486,5/24/2014,526900,0
ID62313557,5/24/2014,2600000,1
ID28857826,5/24/2014,1848000,1
ID23030343,5/24/2014,701400,1
ID19455269,5/24/2014,343000,1
ID81821534,5/24/2014,695380,0
ID38771154,5/24/2014,381700,1
ID90532556,5/24/2014,238800,0
ID70714791,5/24/2014,572650,1
ID80204325,5/24/2014,1148000,1
ID30872645,5/25/2014,357500,1
ID57096818,5/25/2014,253500,0
ID20871856,5/25/2014,945000,0
ID43427499,5/25/2014,383500,0
ID87518485,5/25/2014,426360,1
ID10047360,5/26/2014,331200,1
ID60365225,5/26/2014,644000,1
ID65732969,5/26/2014,1144000,0
ID10630638,5/26/2014,407000,1
ID95563652,5/26/2014,449800,1
ID36655777,5/26/2014,189750,0
ID73558763,5/26/2014,531930,1
ID32252065,5/27/2014,514800,1
ID47732460,5/27/2014,667800,1
ID52306318,5/27/2014,581900,1
ID27624729,5/27/2014,436800,1
ID87335347,5/27/2014,358710,0
ID79611811,5/27/2014,504000,0
ID44825595,5/27/2014,613200,1
ID26591471,5/27/2014,396000,0
ID29186166,5/27/2014,1260000,1
ID69465131,5/27/2014,825600,1
ID95050481,5/27/2014,760500,0
ID34967392,5/27/2014,291500,0
ID76078775,5/27/2014,525000,0
ID30372688,5/27/2014,391800,1
ID35967288,5/27/2014,208000,1
ID81268749,5/27/2014,1727000,1
ID62218825,5/27/2014,1029000,0
ID75538692,5/27/2014,560000,1
ID50562580,5/27/2014,880000,0
ID29830296,5/27/2014,1139856,1
ID67449600,5/27/2014,526500,0
ID34786378,5/27/2014,558600,0
ID35545860,5/27/2014,1022001.4,1
